0.00240744 0.0007122 0.000305314 6.87207e-05 1.80866e-05 
0.00300552 0.000977816 0.000255378 6.57032e-05 1.4577e-05 
0.0039241 0.00088063 0.000223352 6.75405e-05 1.83714e-05 
0.00349919 0.000699702 0.000255638 6.50903e-05 1.57072e-05 
0.0032182 0.000906463 0.000249277 6.79311e-05 1.72034e-05 
0.00353807 0.000830652 0.000238304 6.88918e-05 1.42191e-05 
0.00343703 0.000896611 0.00026723 6.24138e-05 1.7847e-05 
0.00226042 0.000208357 0.000309092 0.000465956 0.000517168 
0.000963562 0.00202558 0.00259207 0.00275972 0.00281244 
6.43603e-05 0.00165951 0.00223442 0.00240202 0.00245459 
0.00328381 0.000843969 0.000262346 6.13152e-05 1.79828e-05 
0.00329417 0.00083955 0.00024136 6.34121e-05 1.8266e-05 
0.00399481 0.000940167 0.00026438 7.21043e-05 1.73336e-05 
0.00241108 0.000688646 0.000302802 7.00179e-05 1.59197e-05 
0.00291871 0.000906172 0.000293735 6.63865e-05 1.61971e-05 
0.00135206 0.000422115 0.000975754 0.00113756 0.00118717 
0.00108008 0.000475892 0.00109476 0.00122838 0.00127765 
0.00314988 0.0008613 0.000234546 6.8343e-05 1.76878e-05 
0.00337257 0.00084799 0.000221969 6.83296e-05 1.77508e-05 
0.00307527 0.000839883 0.000236596 6.94043e-05 1.54475e-05 
